description,title,image,brand,price,asin
"['Our English Breakfast Tea combines top-quality black teas from premier tea gardens. We blend bright Ceylon tea from Sri Lanka, malty Asam and smooth Nilgiri from India, and full-bodied Keemun from China. The result is a very distinctive, rich tea. It takes milk and sugar very well. This stimulating tea is the perfect morning wake-up drink.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Stash Tea English Breakfast Single-Cup Tea for Keurig K-Cup Brewers, 12 Count (Pack of 6)","['https://images-na.ssl-images-amazon.com/images/I/515w8pAEPAL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515tjekbATL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51XjPf9IL9L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/512erkvc6oL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51-RQ6F1LJL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Ws9tKmkLL._SS40_.jpg']",Stash Tea,45.57,B00LWQ0I80
[],"Terrasoul Superfoods Himalayan Pink Salt (Extra-Fine), 2 Pounds","['https://images-na.ssl-images-amazon.com/images/I/51nxR2IBsaL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51afQGcVOkL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51sM2DKX-UL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51YpM4zdM4L._SS40_.jpg']",Terrasoul Superfoods,10.0,B00LZZPTL4
[],"Terrasoul Superfoods Organic Coconut Sugar, 2 Pounds","['https://images-na.ssl-images-amazon.com/images/I/51Pavhft-GL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51TtxjAr01L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51O0nkXSKwL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51j2ns-yj2L._SS40_.jpg']",Terrasoul Superfoods,10.99,B00M08ZKNC
"['The same great taste from the 1990s is back, now in a larger 16oz can. SURGE is the bolder citrus soda that fuels a familiar rush from back in the day. Available on Amazon Pantry.', 'Carbonated Water, High Fructose Corn Syrup, Maltodextrin, Citric Acid, Natural Flavors, Orange Juice Concentrate, Potassium Benzoate, Potassium Citrate, Caffeine, Calcium Disodium EDTA, Yellow #5, Yellow #6, Carob Bean Gum, Blue 1', 'N/A', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']",Surge Citrus Flavored Soda 16fl oz. 12 cans,"['https://images-na.ssl-images-amazon.com/images/I/51cc2jtrEyL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Yd6SuGTIL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51sApOX4-8L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41WEnV%2BGsyL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31bNpV1pd0L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51fBthSMBJL._SS40_.jpg']",SURGE,32.97,B00M2OGS08
"[""Sweet, smoky, audacious. If there's something worth doing, we think it's worth doing great. This remarkable blend of beans is the spirit of Kicking Horse Coffee, and a bold invitation to wake up and kick ass with us."", 'This product is labelled to United States standards and may differ from similar products sold elsewhere in its ingredients, labeling and allergen warnings.', 'Filter Drip,Organic, Fairtrade, Arabica beans.,Roasted in Canada', 'Follow usage directions on label.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Kicking Horse Coffee, Kick Ass, Dark Roast, Ground, 10 oz - Certified Organic, Fairtrade, Kosher Coffee","['https://images-na.ssl-images-amazon.com/images/I/41-46u-O89L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41xG2cI2urL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41O2UoMo7RL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51JXss1s7zL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31bqJoaC8TL._SS40_.jpg']",Kicking Horse Coffee,7.4,B00M31BORM
[],"WILD JO: 12 oz, Dark French Roast Organic Coffee, Ground Coffee, Bold Strong Rich Wicked Good Coffee! Great Brewed or Cold Brew, USDA Certified Fair Trade Organic, 100% Arabica Coffee, NON-GMO","['https://images-na.ssl-images-amazon.com/images/I/411hAy56VxL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ZheH6daxL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51r6fuPgZ5L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51KpzLsTkCL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51u0jvn8HdL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41AxHsBg9HL._SS40_.jpg']",Jo Coffee,11.49,B00M3A8BFQ
"['Black cherry supplements (Prunus serotina) have long been thought to lower uric acid levels. Black Cherry juice supplements may promote healthy levels of uric acid and support joint health."" Only Natural never adds filler juices or water to our Black Cherry supplement. We prefer it the way we think you would: the way nature intended. Only Naturals Black Cherry Concentrate supplement may promote overall health in a delicious supplemental drink. Order today! NOTE: Pregnant or lactating women, anyone under the age of 18, or persons taking medication should consult a physician before using Black Cherry Concentrate.']","Only Natural Organic Blackcherry Concentrates, 32-Ounce (Pack of 2)","['https://images-na.ssl-images-amazon.com/images/I/41obmKSo4CL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31VQkBhz%2B0L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/5140rVhZHWL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/212iv-WWpZL._SS40_.jpg']",Only Natural,44.43,B00M3CEL2Q
[],"VAHDAM Luxury Tea Gift Box Set - Darjeeling Black Tea GOLD TRIO &ndash; Garden Fresh Loose Leaf Teas &ndash; 3 x 1.76oz Tin Caddy - Unique Gifts for Men, Women, Apt for Anniversary, Birthdays, Wedding &amp; Office","['https://images-na.ssl-images-amazon.com/images/I/41pVd6fSyEL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/317%2BJY5NQ%2BL._SS40_.jpg']",VAHDAM,25.203335254139688,B00M5559L8
"['Coconut Barnana Bites perfectly blend two favorite tropical fruits into one chewy bite. Crafted from organic bananas and organic coconut, these satisfying snacks are packed with natural delicious flavor. Barnana is one of the best organic snack foods youll find. All our products are USDA Organic Certified, Non-GMO Project Verified and use Fair Trade Certified Chocolate, Fair Trade Certified Coffee, and RSPO Certified Sustainable Palm Oil.', '<!-- -->', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Organic Coconut Chewy Banana Bites - 3.5 Ounce  - Delicious Barnana Potassium Rich Banana Snacks - Lunch Dinner Sports Hiking Natural Snack - Whole 30, Paleo, Vegan","['https://images-na.ssl-images-amazon.com/images/I/41Cr6%2BeP-nL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51WtGpu8LiL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Kg9XwqxHL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/514o2EpvJFL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41z9dRLEg8L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41hxQ92HvmL._SS40_.jpg']",Barnana,3.99,B00M7GYFO2
"[""Each pack contains approx. 4 servings at a standard rate of 1 oz per serving. These Portion Packs are the perfect way to enjoy Franklin's Gourmet All-Natural Popcorn. Our 100% Organic and grown in the US kernels are perfectly paired with a delicious healthy coconut oil and the perfect blend of salt and buttery seasonings to give you the old time theater popcorn taste. Each case comes with 24 individually packaged packs as shown above. These portion packs are measured by the amount of popcorn popped. Each oz is about one serving. The portion packs are made to easily slip into a home or commercial popcorn machine and pop within 3-4 minutes. You can also use the portion packs in a non-stick pot. We find the popcorn tastes best after it sits for a couple minutes. This gives whatever steam is left from the popping a chance to leave and keeps your popcorn from becoming chewy."", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Franklin's Gourmet Movie Theater Popcorn. Organic Popping Corn, 100% Coconut Oil, Seasoning Salt. Pre-Measured Portion Packs (Pack of 24).","['https://images-na.ssl-images-amazon.com/images/I/51vMLZo76iL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51tlHskoEzL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41IaB64q3VL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ICfsQTDDL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51FA6zzlhQL._SS40_.jpg']",Franklin's Gourmet Popcorn,39.99,B00M8HPGMU
"['Our USDA Certified Organic Coconut Milk Powder is a delicious dairy-free alternative for those who are lactose intolerant or allergic to gluten and casein (sodium caseinate) or animal milk. This vegan drink is also soy free, corn free, dairy free, gluten free, casein free, msg free. Our Certified Organic Coconut Milk Powder contains 65% coconut oil which causes some clumping because we only add 2.5% Certified Organic Tapioca Maltodextrin and 0.5% Certified Organic Acacia Fiber and we do not add any casein. This causes the coconut milk powder to solidify into a chunk inside the pouch. Our vegan casein free Coconut Milk Powder is one of the only USDA Certified Organic Coconut Milk Powders available. To preserve freshness and potency, we package our products in stand up resealable pouches, and we compress the pouch to remove the air. Additionally, coconut oil solidifies at temperatures under 76 degrees F (24 C) and because our coconut milk powder is so high in coconut oil, expect it to clump if the temperature during shipping or the temperature in your home is under 75 F. Once you receive the package open it and break up the chunks. If needed you may empty the pouch into a bowl and smash the chunks back into a powder or put the chunks into a blender with no liquid and blend the chunks back into a powder. Also adding the coconut milk powder to hot liquids will help it dissolve quicker.', 'Organic Dehydrated Coconut Milk, 2.5% Organic Tapioca Maltodextrin (Derived from Organic Yuca Root), and 0.5% Organic Acacia Fiber.', 'To replace a glass of regular dairy milk mix 1 - 2 tablespoons (6g - 12g) of coconut milk powder with water.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Z Natural Foods - Organic Coconut Milk Powder - Kosher, Vegan, Fresh, Gluten Free, All-Natural, Dairy Free, Non-GMO, Keto, Paleo Diet Friendly (1 lb)","['https://images-na.ssl-images-amazon.com/images/I/41I0dau-5pL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41bAnySnKIL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/417CXeYtj%2BL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/311M3tbU1VL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51pPoSZVAyL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41im%2B1wp6vL._SS40_.jpg']",Z Natural Foods,13.99,B00M8M2SKS
"['<strong>VARIETY DESCRIPTION:</strong> A balanced, easy-to-love blend that boasts bright fruit notes and a clean, sweet finish. <br/><br/> <strong>ABOUT KRISPY KREME:</strong> Weve been brightening peoples day with our Original Glazed doughnuts since 1937. And weve been doing the same with our coffee decades before it became hip and cool. Enjoy the taste youd expect from Krispy Kreme and sip a smile. <br/><br/> <strong>INGREDIENTS: </strong> ARABICA COFFEE', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Krispy Kreme Doughnuts Classic Coffee, Single Serve K-Cup Pod, 72- Count, Packaging May Vary","['https://images-na.ssl-images-amazon.com/images/I/51qebJqzzjL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51aFI8UMggL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41xKJJWffTL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51qNsGmdYLL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31yfmXBDIgL._SS40_.jpg']",Krispy Kreme,39.92,B00M9ZNZEM
"[""This Green Mountain Coffee creation has the sweet flavor of juicy sun-kissed blueberries, baked to perfection in a buttery crust. Not only does this taste great, but it's Fair Trade tooso your taste buds and your heart feel great drinking it! Try it with a little cream and sweetener to bring out many of the hidden flavors. This listing includes 2 boxes of 24 K-Cups each (for a total of 48 K-Cups)."", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Green Mountain Coffee, Wild Mountain Blueberry, K-Cup Single Serve Portion Pack for Keurig K-Cup Brewers, 24 Count (Pack of 2)","['https://images-na.ssl-images-amazon.com/images/I/51CuxPepzBL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31oLk1FYNGL._SS40_.jpg']",Green Mountain Coffee Roasters,31.66,B00MBVQ5GY
"['Medjool dates have been considered a delicacy for thousands of years. Their exceptional nutritional value as well as their delightfully sweet flavor earned them a place at the tables of kings. Today dates are not the luxury food they used to be, so everyone can enjoy the benefits they offer. These fruits are delicious, sweet, free of bad fats, and give you a boost of energy. Medjool dates contain 50% more potassium than bananas, which means they have a much stronger positive effect on your cardiovascular and nervous system. Organic Medjool dates make a great standalone snack, and they can also be used in a variety of recipes. They go especially well with granolas, candy, biscuits, and salads. You can also add them to special cereal dishes, like couscous or wild rice casserole. Adding some dates to sweeten your protein shake can improve its taste as well as boost its nutritional value. Additional Information: INGREDIENTS: Organic Medjool Dates CAUTION: Dates Contain Pits Allergy Info: Packaged in a facility that also processes tree nuts and wheat Storage Info: Cold Storage Recommended Storage Time: Up to 12 Months Country of Origin: Israel', 'Medjool Dates', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Medjool Dates, 1 Pound","['https://images-na.ssl-images-amazon.com/images/I/51%2BLGGVzwcL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51teJ8n-roL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/313lOVkLH7L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/512UYpR%2B1lL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ZJ3uz5lDL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Vd%2BXYij-L._SS40_.jpg']",Food to Live,12.49,B00MDTUZUG
[],"Anthony's Organic Chia Seeds 2.5lbs, Batch Tested Gluten-Free, Non-GMO","['https://images-na.ssl-images-amazon.com/images/I/51c0m2Od4vL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51jZ6wkKZuL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31kjeTuLmaL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51XSyOgIa7L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41OvnzgNeEL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/214UDrIzzcL._SS40_.jpg']",Anthony's,12.74,B00MEUUBZI
"['', ""<b>Welcome to Coconut Country Living</b> & the world's greatest superfood: <b>coconut</b>, which basks in the delicious sun until it is ready to be harvested by local farmers, dried in small batches at low temperatures. The good people of this island would only make such non-gluten flours non-GMO, since they respect the tropical traditions!"", 'In choosing the coconut, avoiding the dangers of the modern wheat-based diet is just the beginning. Coconut flour is a powerful <b>ally in detox</b>, providing fuel for the body, helping burn fat. Being highly absorbent, you can use a coconut flour mix <b>to satisfy cravings</b> for bread, brownies, cookies, cakes, muffins, pancakes, tortillas, paleo coconut wraps, fish, chicken, soups, gravies, and smoothies.', 'Our coconut flour is generally considered safe for those with blood sugar issues, yet its substantial protein and healthy fats give the body what it needs along with trace minerals. CCL\'s premium coconut flour is <b>creamy white</b>, being ground from <b>fresh virgin coconuts</b>, being <b>lab-tested gluten-free</b> & packaged in a <b>dedicated gluten free, allergen-free, and GMO-free</b> facility. Our <b>""Beyond Organic""</b> promise <b> means keeping your family safe from ingredients like carageenan found in other ""organic"" products</b>.', 'Once you have ordered, that oh-so-beautiful brown box will arrive at your door from that tropical jungle we call ""Amazon"". Inhale the fragrant scent of your freshly cracked coconuts. Admire one of the finest labels of Coconut Country: low in cholesterol, but filled with love and caring. As you settle into the bliss of Coconut Country, expect your complimentary <b>e-book</b> of our finest coconut flour recipes, Coconut Flour Recipes, Savory and Sweet! Make sure you click the yellow Add to Cart button above and get an extra bag as we sometimes run out quickly! Your freezer is hungry too! And remember, don\'t just cook, go Cookoo! :)', '.', 'Organic Coconuts flour. Packaged in a dedicated gluten free, peanut-free, soy-free and corn-free facility.', 'Suitable for baking, cooking, or raw in smoothies, shakes, or other gluten free nutritious meals. Coconut flour absorbs a lot of liquid, which is why most recipes call for a very small amount of flour a little goes a long way. Most recipes that call for coconut flour specify ""sifted coconut flour""', 'This product is not meant to diagnose, prevent, or treat any disease. No statements made here have been evaluated or endorsed by the FDA.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Coconut Flour Organic Non GMO 1.16 lb, w/Gluten Free Recipe E- Book, Low Carb Flour, Keto, Paleo Friendly","['https://images-na.ssl-images-amazon.com/images/I/51HwqK5IWxL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41TlwrGbymL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/516cSZW9nrL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41tJTPYz0ML._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41QZ3uXS5sL._SS40_.jpg']",Cookoo for Coconut,8.97,B00MEWFRYG
"['maruchan ramen 36- 3 oz chicken flavor noodle soup, 108 oz', ""'RAMEN NOODLE INGREDIENTS: ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: CANOLA, COTTONSEED, PALM) PRESERVED BY TBHQ, CONTAINS LESS THAN 1% OF: SALT, SOY SAUCE (WATER, WHEAT, SOYBEANS, SALT), POTASSIUM CARBONATE, SODIUM (MONO, HEXAMETA, AND/OR TRIPOLY) PHOSPHATE, SODIUM CARBONATE, TURMERIC. SOUP BASE INGREDIENTS: SALT, SUGAR, MONOSODIUM GLUTAMATE, CONTAINS LESS THAN 1% OF: MALTODEXTRIN, LACTOSE, SPICES (CELERY SEED), HYDROLYZED CORN, WHEAT AND SOY PROTEIN, TURMERIC, NATURAL FLAVORS, DEHYDRATED VEGETABLES (GARLIC, ONION, CHIVE), DISODIUM INOSINATE, DISODIUM GUANYLATE, VEGETABLE OIL (PALM), YEAST EXTRACT, POWDERED COOKED CHICKEN, CABBAGE EXTRACT.'"", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']",Maruchan chicken noodle soup pack of 36 - 3 oz,"['https://images-na.ssl-images-amazon.com/images/I/51H0tU8aVAL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31JMggIE73L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41oieJt2djL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/412C7QFM2yL._SS40_.jpg']",Maruchan Ramen,21.9,B00MHBX8AE
"['', '', '', '', '', '', '', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Bay Leaves by Its Delish, Medium Jar",['https://images-na.ssl-images-amazon.com/images/I/31TeuPeOu4L._SS40_.jpg'],Its Delish,11.99,B00MJC9PNK
"['Full of personality, this classic decaf is richly roasted with a satisfying flavor. Krispy Kreme has been brightening peoples day with their Original Glazed doughnuts since 1937. And theyve been doing the same with their coffee decades before it became hip and cool. Enjoy the taste youd expect from Krispy Kreme and sip a smile.', 'The Keurig single-cup brewing system uses special packaging for coffee, tea and hot cocoa called K-Cup portion packs or ""K-Cups"". Each K-Cup pack is an airtight pack that locks out oxygen, light, moisture and humidity while locking in freshness and flavor. Simply insert the no mess K-Cup pack into the brewer and hit the brew button for a fresh-brewed, perfect cup of coffee or tea in under a minute. These 2.0 K-Cup packs can be used with all K-Cup brewers. The 2.0 K-cup packs utilize the latest Keurig technology embedded in the foil lid which allows the Keurig 2.0 brewers to read the label and create the perfect brew.', '18 servings', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Krispy Kreme Doughnuts Decaf Keurig 2.0 K-Cup Pack, 18 Count",[],Krispy Kreme,25.203335254139688,B00MLF1YO8
"['""Chia"" was the Ancient Mayan word for strength. They were first harvested over 3,000 years ago by South American empires, such as the Ancient Mayans and Aztecs. These ancient cultures would use this tiny, omega-3 packed superfood during times of war to naturally improve stamina and endurance. Today, chia seeds are becoming more and more popular, and are once again hailed for their essential nutrients, antioxidants, and neutral taste. The greatest benefit of organic, raw chia seeds is that they boost the nutritional value of your favorite recipes, without altering flavor. BetterBody Foods organic, raw chia seeds help make you stronger by providing the vital building blocks of nutrition. High in dietary fiber, chia seeds assist with balancing blood sugar levels, promoting regularity and assisting with healthy weight management. Consuming a variety of protein sources is essential for healthy development and production cells. BetterBody Foods organic chia seeds provide 2g of vegetarian protein in each serving. Add chia to salads, yogurt, smoothies, and baked goods, or use as a thickener to give a superfood nutrition boost to any recipe. Allergen Information: Packaged in a facility that also handles coconut products. Storage Information: No need to refrigerate. Store in a cool, dark, dry place.', 'This product is labelled to United States standards and may differ from similar products sold elsewhere in its ingredients, labeling and allergen warnings', 'Raw, Organic Chia Seeds', 'Add chia to salads, yogurt, smoothies and baked goods, or use as a thickener to give a nutrition boost to any recipe.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","BetterBody Foods Organic Chia Seeds 2lb, Non-GMO Great Taste, Contains 2300mg Omega-3s and 2g of Protein, Good Source of Fiber, Gluten-free, Use in Smoothies or Top Yogurt Soups or Salads","['https://images-na.ssl-images-amazon.com/images/I/51dXrMmcBNL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51A9cDWSaeL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51YSgQry2jL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41W9V0lzK1L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51QnIwdmGXL._SS40_.jpg']",BetterBody Foods,8.94,B00MPQ5ZOS
"[""When you hear the word decaf do you think of bitter brown powder in orange travel packets? Or worse, that sad orange-lipped glass pot that's been backburnered since kingdom come? Not for nothing, what's with all the orange? Fuhgeddaboudit. Brace yourself bub this ain't your granny's decaf. This rich, bold, bad boy is so confident he doesn't need caffeine to tell you what's what. A full-bodied, smoky blend that you can drink all day and night."", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Brooklyn Beans Fuhgeddaboutit Decaf Coffee Single-Cup Coffee for Keurig K-Cup Brewers, 40 Count","['https://images-na.ssl-images-amazon.com/images/I/51kdN9Fp5JL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41QknVLGhEL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51cIXVsmjTL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41XmeW4rKfL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31sSQQpyByL._SS40_.jpg']",Brooklyn Beans,24.0,B00MS96DK2
"[""Once you've had a dunkin donuts k-cups, you will remember it. Dunkin donuts k-cups have a distinct taste and come in a variety of flavors that allow for a unique and customized experience each and every time. Dunkin donuts k-cups allow you to enjoy that same great taste and flavor in the comfort of your own home or office using the keurig k-cup brewing system. Dunkin donuts k-cups have classic flavors like original, dark roast and decaf which are joined by hazlenut and french vanilla flavors and supercharged with seasonal flavors such as peppermint mocha and pumpkin spice. Each box contains 12 cups so whether you're enjoying a cup of iced coffee by the pool or a mug of hot chocolate by the fire, dunkin donuts k-cups are sure to add some flavor to your life year round."", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']",Dunkin Donuts K-Cups Original Flavor Medium Roast - Box of 12 Kcups for use in Keurig Coffee Brewers 5.1oz,"['https://images-na.ssl-images-amazon.com/images/I/51cqr1QiQpL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51PbNKM5pmL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51giA-g9UjL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51YafK8vE9L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51UXtWEWFKL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31cObxubvWL._SS40_.jpg']",Dunkin' Donuts,11.25,B00MUZ15HU
"['San Francisco Bay Onecup Variety Pack Coffee - 80 Count Onecup For K-cup Brewer - Caffeinated - Breakfast Blend Rainforest Fog Chaser French Roast', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']",San Francisco Bay OneCup Variety Pack Coffee (80 Count) OneCup For K-cup Brewer - Caffeinated - Breakfast Blend Rainforest Fog Chaser French Roast Single Serve Coffee Pods,[],SAN FRANCISCO BAY,38.99,B00MVHQDP6
"[""Jumpstart your workout recovery with the 26 grams of organic milk protein in Organic Fuel. Organic Fuel has an ideal 1:1 ratio of protein to carbs to replenish your body with the nutrients it needs to maximize recovery while building and repairing muscle. Organic Fuel gets its protein straight from the source - the naturally occurring casein and whey found in real, organic milk. We never add chalky protein powders so you can count on a creamy, smooth protein shake every time. Organic Fuel organic milk protein shakes are made with organic and fair-trade ingredients. You can recover easy knowing you're getting everything you need and nothing you don't. Organic Fuel is ready-to-drink and available in Chocolate and Vanilla."", 'Organic filtered skim milk, water, organic fair trade unrefined cane sugar, organic cream, organic fair trade Dutch cocoa, organic chocolate extract, lactase enzyme, gellan gum, Vitamin D3', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Organic Valley Fuel, Organic Milk Protein Shake, Chocolate, 11 oz (Pack of 4)","['https://images-na.ssl-images-amazon.com/images/I/41lx3SNogeL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51%2Br3k2BYVL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51eB22bRYkL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51xXCaLjaeL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51idCnIRAML._SS40_.jpg']",Organic Valley,12.51,B00MVQ38KK
